registry_name,function_name,module,subsystem,category,signature,parameter_count,required_parameters,optional_parameters,parameter_types,possible_internal,internal_reason,description,keywords
trapezoidal_rule,trapezoidal_rule,math_engine.calculus,calculus,numerical_integration,"(expression, lower, upper, intervals, variable='x')",5,"expression, lower, upper, intervals",variable,"expression, bound_or_value, bound_or_value, unknown, variable",False,,Perform the math operation: trapezoidal rule.,"trapezoidal_rule, trapezoidal rule, trapezoidal, rule"
trig_derivative,trig_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: trig derivative.,"trig_derivative, trig derivative, trig, derivative"
trig_integral,trig_integral,math_engine.calculus,calculus,integration,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: trig integral.,"trig_integral, trig integral, trig, integral"
triple_integral,triple_integral,math_engine.calculus,calculus,multiple_integrals,"(expression, x_bounds, y_bounds, z_bounds)",4,"expression, x_bounds, y_bounds, z_bounds",,"expression, unknown, unknown, unknown",False,,Perform the math operation: triple integral.,"triple_integral, triple integral, triple, integral"
vector_curl,vector_curl,math_engine.calculus,calculus,vector_calculus,"(components, variables=('x', 'y', 'z'))",2,components,variables,"unknown, variable",False,,Perform the math operation: vector curl.,"vector_curl, vector curl, vector, curl"
vector_divergence,vector_divergence,math_engine.calculus,calculus,vector_calculus,"(components, variables=('x', 'y', 'z'))",2,components,variables,"unknown, variable",False,,Perform the math operation: vector divergence.,"vector_divergence, vector divergence, vector, divergence"
vector_function_derivative,vector_function_derivative,math_engine.calculus,calculus,derivatives,"(components, parameter='t')",2,components,parameter,"unknown, variable",False,,Perform the math operation: vector function derivative.,"vector_function_derivative, vector function derivative, vector, function, derivative"
vector_function_integral,vector_function_integral,math_engine.calculus,calculus,integration,"(components, parameter='t')",2,components,parameter,"unknown, variable",False,,Perform the math operation: vector function integral.,"vector_function_integral, vector function integral, vector, function, integral"
vector_line_integral,vector_line_integral,math_engine.calculus,calculus,integration,"(field_components, path_components, lower, upper, parameter='t')",5,"field_components, path_components, lower, upper",parameter,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: vector line integral.,"vector_line_integral, vector line integral, vector, line, integral"
velocity_vector,velocity_vector,math_engine.calculus,calculus,vector_calculus,"(position_components, parameter='t')",2,position_components,parameter,"unknown, variable",False,,Perform the math operation: velocity vector.,"velocity_vector, velocity vector, velocity, vector"
washer_volume,washer_volume,math_engine.calculus,calculus,volume_applications,"(outer_radius, inner_radius, lower, upper, variable='x')",5,"outer_radius, inner_radius, lower, upper",variable,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: washer volume.,"washer_volume, washer volume, washer, volume"
